email_ids	start_index	end_index	label
040-009507-EM	2	121	0
011-004213-EM	255	294	0
004-000632-EM	718	830	0
055-024294-EM	2	201	0
065-000485-EM	152	222	0
008-014863-EM	88	193	0
057-006219-EM	221	331	0
063-020265-EM	85	194	0
024-001483-EM	189	418	0
008-005032-EM	145	217	1
080-005776-EM	39	139	0
056-001221-EM	149	230	0
040-007241-EM	48	144	0
008-009007-EM	57	75	0
037-005318-EM	247	362	1
055-027385-EM	115	207	0
059-007230-EM	636	758	0
008-014837-EM	223	490	1
216-002565-EM	151	250	0
045-001772-EM	73	165	0
053-005784-EM	175	252	0
008-003567-EM	68	108	0
011-003097-EM	224	263	0
032-000456-EM	175	192	0
057-009919-EM	118	141	0
142-012390-EM	605	612	0
084-004402-EM	2912	3012	1
018-005255-EM	89	200	0
082-001060-EM	1030	1068	0
024-008088-EM	184	318	0
057-015974-EM	133	196	0
007-002818-EM	1001	1018	0
082-002872-EM	1064	1077	0
012-000624-EM	2	139	0
055-025412-EM	46	152	0
007-007025-EM	34	64	0
008-005313-EM	166	233	0
007-001364-EM	46	85	0
055-031682-EM	51	161	0
053-007356-EM	17	59	0
014-001200-EM	245	288	0
084-006146-EM	910	1083	0
053-008239-EM	252	300	0
082-001810-EM	801	835	0
080-005259-EM	275	324	0
154-002504-EM	125	128	0
008-016764-EM	11	76	0
018-002472-EM	325	367	0
046-001107-EM	74	497	0
055-033715-EM	776	895	0
011-000377-EM	124	151	1
055-005411-EM	83	153	0
063-003378-EM	892	947	0
007-006883-EM	181	220	0
055-037529-EM	308	370	0
046-001373-EM	324	400	0
053-004922-EM	261	347	0
008-013917-EM	1531	1559	0
011-001537-EM	102	820	0
029-001648-EM	235	309	0
068-002316-EM	1358	1402	1
024-005123-EM	49	132	0
084-001014-EM	128	168	0
065-000294-EM	77	149	0
011-004750-EM	60	90	0
062-057460-EM	169	211	0
007-004309-EM	221	329	1
018-004055-EM	120	213	0
076-003846-EM	101	168	0
062-025144-EM	0	183	0
046-004230-EM	240	375	0
076-003599-EM	2	93	0
055-018547-EM	540	571	0
055-007756-EM	216	256	0
032-000678-EM	245	271	0
061-000806-EM	67	134	0
053-002451-EM	284	342	0
053-002937-EM	0	721	0
158-000563-EM	287	516	0
053-008609-EM	141	184	0
084-007998-EM	183	286	0
011-000813-EM	359	390	0
008-005352-EM	55	74	1
057-012366-EM	35	162	0
055-017900-EM	81	179	0
152-001904-EM	471	532	0
049-002510-EM	35	122	0
055-007756-EM	1025	1233	0
024-003347-EM	959	987	0
055-023533-EM	424	561	0
015-002760-EM	116	135	0
057-004997-EM	141	279	0
055-007269-EM	161	183	0
146-002999-EM	498	524	0
062-001472-EM	176	898	0
015-002628-EM	316	382	0
084-001886-EM	385	532	0
055-025914-EM	336	377	0
055-020868-EM	111	165	0
065-000053-EM	301	393	0
062-063722-EM	513	566	1
057-011163-EM	436	555	0
008-002960-EM	47	141	0
008-014720-EM	664	689	0
060-005851-EM	17	70	0
018-008048-EM	49	71	0
049-000499-EM	415	490	0
076-002364-EM	105	165	0
040-008583-EM	210	358	0
018-000046-EM	179	255	0
080-002289-EM	46	70	0
018-007547-EM	400	692	0
080-005518-EM	947	1008	0
055-012996-EM	104	134	0
055-030788-EM	2184	2200	0
060-003235-EM	73	168	0
018-004868-EM	313	510	0
008-010450-EM	302	384	0
063-007373-EM	315	384	0
053-007414-EM	604	678	0
032-003349-EM	254	431	0
027-000178-EM	505	560	0
053-004085-EM	21	64	0
055-030568-EM	176	281	0
080-008197-EM	195	264	1
053-003465-EM	1413	1458	0
046-004475-EM	274	290	0
016-005502-EM	0	89	0
062-009701-EM	145	270	0
011-002124-EM	160	243	0
061-001300-EM	10	67	0
059-007153-EM	277	287	0
061-000244-EM	1019	1057	0
053-002001-EM	465	605	0
017-000057-EM	595	645	0
106-001919-EM	227	322	0
096-002385-EM	996	1060	0
055-030188-EM	160	240	0
062-064600-EM	66	171	1
031-000071-EM	2	164	0
059-007153-EM	121	237	0
062-058511-EM	46	106	0
080-010343-EM	2	182	0
057-004057-EM	571	635	0
015-001331-EM	207	240	0
059-007102-EM	1352	1362	0
040-001180-EM	346	517	1
032-000667-EM	49	121	0
032-003349-EM	261	420	0
049-000507-EM	1054	1087	0
076-000329-EM	431	488	0
001-000617-EM	76	179	0
037-004561-EM	153	244	1
053-002594-EM	218	243	0
020-004735-EM	939	1006	0
068-005932-EM	118	132	0
007-003039-EM	50	161	0
008-003292-EM	105	124	1
062-063265-EM	210	240	0
057-004377-EM	84	184	1
053-002569-EM	2308	2396	0
080-005006-EM	206	281	0
048-001542-EM	142	173	0
058-001268-EM	713	893	0
008-005732-EM	116	173	0
018-002634-EM	64	93	0
063-008229-EM	117	234	1
011-005162-EM	314	355	0
007-003278-EM	32	79	0
055-011898-EM	616	668	0
062-063954-EM	392	448	0
063-007385-EM	0	83	0
046-004722-EM	0	241	1
057-014313-EM	468	533	0
039-000017-EM	2	157	0
037-007408-EM	2	207	0
020-003877-EM	294	349	0
007-008606-EM	220	263	0
040-005417-EM	56	104	0
068-000225-EM	2	172	0
055-023123-EM	166	298	0
235-006132-EM	268	280	1
235-020550-EM	506	521	0
055-016438-EM	92	179	0
008-015151-EM	127	197	0
055-010981-EM	752	825	0
061-001558-EM	30	423	0
049-000261-EM	316	393	0
059-005193-EM	1362	1522	0
040-007116-EM	111	163	0
008-010967-EM	908	989	0
065-001014-EM	70	118	0
059-000677-EM	603	677	0
029-001471-EM	219	398	0
032-000456-EM	690	1066	0
051-000925-EM	845	864	0
161-003191-EM	332	498	0
008-009136-EM	244	315	1
008-013087-EM	275	380	0
008-011208-EM	29	62	0
040-005765-EM	54	102	0
082-002449-EM	770	833	0
057-005062-EM	273	401	0
027-000234-EM	525	736	0
055-025149-EM	158	192	0
068-005766-EM	255	389	0
055-016665-EM	27	129	0
057-015975-EM	914	1005	0
032-001636-EM	160	285	0
007-013301-EM	2	112	0
015-000240-EM	23	50	0
011-001381-EM	82	191	0
011-002449-EM	68	97	0
068-002316-EM	1386	1430	1
011-002960-EM	89	229	0
070-000385-EM	179	207	0
084-002454-EM	86	257	0
012-002657-EM	2	94	0
049-000726-EM	567	606	0
057-013848-EM	129	168	0
040-008109-EM	22	82	0
243-002212-EM	361	367	0
068-005384-EM	2	78	0
055-025663-EM	342	428	0
015-001401-EM	265	339	0
057-013915-EM	0	171	0
068-001729-EM	168	273	0
053-002517-EM	37	151	0
063-007852-EM	109	158	0
055-030568-EM	24	79	0
081-000135-EM	1244	1320	0
016-005586-EM	214	378	0
055-036703-EM	214	248	0
063-007188-EM	208	237	0
053-008055-EM	62	96	0
017-000057-EM	618	668	0
055-027307-EM	261	360	0
084-003736-EM	40	506	0
084-001430-EM	298	343	0
080-010692-EM	132	302	0
055-026453-EM	193	311	0
032-003568-EM	0	627	0
081-000344-EM	1257	1484	0
024-006946-EM	131	202	1
008-006517-EM	23	37	0
216-012132-EM	433	515	1
053-000858-EM	289	405	0
057-016279-EM	757	781	0
061-000747-EM	66	144	0
055-012300-EM	220	287	0
243-001395-EM	556	575	0
007-012393-EM	192	292	0
055-004645-EM	398	560	0
053-008609-EM	25	64	1
055-027307-EM	363	583	0
061-000343-EM	200	298	0
055-035638-EM	19	138	0
040-004065-EM	152	268	0
107-006157-EM	332	389	0
018-001388-EM	35	83	0
020-000498-EM	124	149	0
180-000275-EM	462	494	0
051-000799-EM	293	353	0
057-006255-EM	1357	1442	0
037-002489-EM	31	96	1
055-029613-EM	118	297	0
065-000623-EM	72	197	0
057-003200-EM	183	261	0
020-001435-EM	91	163	0
008-012247-EM	726	759	0
063-011389-EM	82	146	0
024-006846-EM	216	318	0
055-028459-EM	319	368	0
055-032736-EM	494	545	0
007-009648-EM	324	440	1
062-059545-EM	70	161	0
056-000963-EM	270	344	1
055-027017-EM	835	908	0
206-008084-EM	253	491	0
055-017049-EM	36	64	0
008-010259-EM	99	225	0
061-001645-EM	2	128	0
057-001186-EM	36	92	0
059-005309-EM	860	1036	0
008-011093-EM	207	322	0
053-005503-EM	976	1067	0
200-000403-EM	265	351	0
055-019103-EM	98	151	0
080-000129-EM	48	143	1
040-002352-EM	2	2513	0
049-002701-EM	54	78	1
015-000019-EM	482	562	0
216-001183-EM	322	355	0
068-001567-EM	112	190	0
057-007021-EM	540	556	1
053-003464-EM	93	154	0
053-001790-EM	621	641	0
038-001961-EM	406	437	0
055-021297-EM	261	367	0
055-019918-EM	895	924	0
057-015709-EM	392	426	0
084-009615-EM	197	334	0
069-002191-EM	182	265	0
008-016258-EM	75	230	0
016-002901-EM	966	1094	0
063-000650-EM	2	289	0
046-001211-EM	362	378	1
037-003675-EM	299	467	0
029-000300-EM	231	371	1
049-001426-EM	193	273	0
053-000006-EM	756	1054	0
011-004750-EM	94	149	0
049-002890-EM	633	720	0
055-020156-EM	338	360	0
057-005964-EM	226	335	1
016-001128-EM	2	15	0
001-002756-EM	124	257	1
203-001289-EM	247	388	0
055-024316-EM	380	459	0
057-001248-EM	90	122	0
049-000261-EM	397	470	0
052-000829-EM	27	91	0
065-000053-EM	72	292	0
061-000039-EM	234	346	0
076-005235-EM	43	73	1
053-005534-EM	37	84	1
057-014015-EM	339	386	0
053-007542-EM	49	138	0
007-008899-EM	181	275	0
063-014424-EM	523	623	0
062-059166-EM	608	678	0
053-006793-EM	1013	1118	1
055-018547-EM	0	47	0
018-001388-EM	40	88	0
062-019143-EM	387	410	1
037-005925-EM	94	206	0
055-027017-EM	830	903	0
046-004475-EM	0	56	0
024-007038-EM	219	281	0
063-016825-EM	290	360	0
008-012600-EM	10	20	0
084-001388-EM	130	334	0
053-001964-EM	2	126	0
014-002158-EM	825	848	0
057-015238-EM	830	1248	0
071-000330-EM	859	873	1
020-004735-EM	1194	1245	0
061-001219-EM	89	140	0
061-000428-EM	119	185	0
076-000467-EM	14	27	0
007-007264-EM	370	451	0
055-001203-EM	537	725	0
069-000416-EM	253	278	1
065-001331-EM	124	141	0
093-005214-EM	392	424	0
031-000389-EM	160	210	0
049-002210-EM	360	632	0
019-000289-EM	1878	1966	0
055-026802-EM	410	471	0
031-001143-EM	154	239	1
040-009638-EM	248	383	0
055-021496-EM	107	152	0
080-003662-EM	186	264	0
053-002535-EM	9	30	0
016-002772-EM	692	751	1
055-029613-EM	4	117	0
063-012661-EM	368	401	0
057-000354-EM	206	278	0
080-006382-EM	150	226	0
007-003294-EM	368	488	0
061-001558-EM	26	441	0
069-001257-EM	12763	12793	0
063-016825-EM	2	162	0
032-003568-EM	2	610	0
049-001537-EM	287	309	0
037-001107-EM	38	62	0
018-007880-EM	233	277	1
069-001478-EM	166	350	0
024-000664-EM	325	441	0
051-001938-EM	129	154	0
040-005503-EM	106	150	0
024-001483-EM	184	413	0
068-001079-EM	18	24	0
008-012704-EM	101	213	0
059-003748-EM	1326	1382	0
062-063374-EM	128	189	0
007-004734-EM	467	506	0
069-002837-EM	156	235	0
084-011092-EM	123	228	0
080-010100-EM	146	261	1
046-001986-EM	215	349	0
080-011921-EM	169	239	0
008-009317-EM	251	466	0
007-000298-EM	69	89	0
046-000801-EM	67	130	1
008-002015-EM	105	238	0
018-001416-EM	65	635	0
008-008473-EM	328	374	1
016-006859-EM	123	155	0
055-026995-EM	153	165	0
055-021757-EM	147	196	0
008-007488-EM	289	322	0
060-006965-EM	369	477	0
024-005123-EM	317	430	1
059-002571-EM	273	289	0
069-001478-EM	558	744	0
055-003264-EM	116	208	0
014-002158-EM	849	861	0
063-007373-EM	95	247	0
007-002321-EM	27	80	0
063-006886-EM	599	665	0
055-017934-EM	119	255	0
055-030980-EM	175	241	1
063-012321-EM	514	793	0
011-000811-EM	64	113	0
057-002460-EM	539	753	0
008-002298-EM	3	399	0
051-005368-EM	54	305	0
060-002604-EM	487	545	0
048-001113-EM	77	252	0
233-010092-EM	564	686	0
081-000294-EM	1735	1811	0
007-009227-EM	108	253	0
048-000118-EM	24	60	0
024-002536-EM	155	262	0
055-033437-EM	105	222	0
007-012568-EM	1454	1486	0
055-031422-EM	3	159	0
065-001391-EM	70	129	0
024-006934-EM	215	428	0
055-020316-EM	100	140	0
080-009012-EM	639	764	0
076-004826-EM	503	662	0
063-020675-EM	2	187	0
167-010353-EM	496	534	0
008-012463-EM	59	132	0
007-008495-EM	154	247	1
061-001558-EM	442	547	0
032-000456-EM	1070	1140	0
080-011455-EM	94	204	0
063-003378-EM	0	76	0
068-007900-EM	14	91	1
063-013744-EM	1041	1128	0
016-002901-EM	2	558	0
137-002765-EM	987	1032	0
011-004610-EM	36	3846	0
055-024533-EM	158	177	0
046-000103-EM	168	367	0
076-001853-EM	517	2508	0
055-024902-EM	0	82	0
046-004607-EM	357	467	0
061-002127-EM	943	981	0
018-001176-EM	97	190	0
059-005087-EM	186	216	0
007-000583-EM	318	429	0
008-004984-EM	2	282	0
029-000411-EM	194	318	0
084-004657-EM	1812	1955	0
057-002565-EM	160	182	0
053-002075-EM	115	121	0
038-001824-EM	361	605	0
008-003483-EM	465	538	0
050-000148-EM	20	50	0
063-011245-EM	41	101	0
062-059758-EM	168	226	0
029-000543-EM	56	179	0
008-002276-EM	569	716	0
084-008176-EM	164	292	0
062-015851-EM	28	100	0
055-020889-EM	201	215	0
055-019918-EM	434	718	0
055-024814-EM	694	774	0
057-016745-EM	90	242	0
008-014995-EM	123	142	0
052-000942-EM	763	826	0
016-005843-EM	10	222	0
062-059353-EM	180	337	0
057-002681-EM	40	253	0
037-003675-EM	2	124	0
048-001709-EM	255	410	0
076-005105-EM	576	636	0
072-000221-EM	765	770	0
055-020555-EM	354	448	0
055-037236-EM	165	231	0
053-002451-EM	273	331	0
057-015999-EM	455	501	0
053-007198-EM	386	468	0
053-000598-EM	50	67	0
032-002711-EM	57	133	0
055-009647-EM	620	734	0
039-000093-EM	194	235	0
055-026435-EM	206	530	0
057-016088-EM	239	299	0
018-003399-EM	46	98	0
069-001918-EM	138	240	0
084-003866-EM	462	617	0
037-005870-EM	292	410	0
055-025726-EM	237	378	0
055-032705-EM	79	132	1
055-020420-EM	245	407	0
057-009418-EM	181	309	0
076-005555-EM	193	239	0
057-013825-EM	1433	1467	0
008-006989-EM	175	207	0
055-019889-EM	50	109	0
016-001933-EM	179	234	1
046-000057-EM	415	492	0
157-004676-EM	763	980	0
055-010663-EM	179	274	0
046-002836-EM	502	635	0
060-006941-EM	2	185	0
057-000691-EM	699	960	0
007-008899-EM	139	177	0
061-002974-EM	128	143	0
007-000990-EM	487	590	0
082-001092-EM	105	213	0
004-000458-EM	372	477	0
059-005767-EM	212	503	0
062-023576-EM	78	390	0
062-057735-EM	87	154	0
082-003202-EM	657	703	0
084-000618-EM	0	142	0
235-025881-EM	492	568	0
059-004714-EM	433	597	0
196-002702-EM	567	635	0
008-006664-EM	708	938	0
053-004004-EM	2	340	1
107-007091-EM	497	551	0
057-009510-EM	459	986	0
008-016764-EM	156	250	0
055-035064-EM	35	241	0
007-003010-EM	973	1066	0
080-008361-EM	90	156	0
024-004056-EM	413	493	0
065-000162-EM	1118	1177	0
053-008984-EM	463	526	0
011-000315-EM	771	910	0
107-007220-EM	424	451	0
142-005184-EM	108	125	1
057-005372-EM	193	246	0
080-011085-EM	66	158	0
080-005864-EM	441	518	0
055-019918-EM	708	752	0
060-003351-EM	112	191	0
062-059353-EM	191	347	0
076-003148-EM	38	44	0
063-012663-EM	585	654	0
216-002080-EM	103	151	0
055-017777-EM	72	88	0
046-005979-EM	5	58	0
055-002523-EM	61	94	0
011-005162-EM	206	229	0
016-004484-EM	167	234	0
071-000313-EM	344	387	0
016-005443-EM	333	405	1
216-000190-EM	644	677	0
008-009339-EM	177	302	0
166-004104-EM	253	337	0
055-008475-EM	63	114	0
059-006233-EM	57	120	0
055-026453-EM	0	187	0
055-026856-EM	210	530	0
055-019124-EM	431	496	0
063-015238-EM	662	732	0
007-005406-EM	2	257	0
008-010744-EM	201	280	1
058-001709-EM	84	178	0
069-001478-EM	565	751	0
055-025267-EM	127	288	0
057-012336-EM	455	741	0
053-001012-EM	111	154	1
057-016641-EM	547	590	0
055-037236-EM	0	164	1
055-026856-EM	210	526	0
034-000206-EM	388	426	0
018-008048-EM	54	76	0
046-001999-EM	743	834	0
057-014710-EM	92	158	0
163-009339-EM	572	660	1
058-001976-EM	72	116	0
008-016045-EM	10134	10171	0
001-004110-EM	55	358	0
065-000764-EM	593	632	0
063-014424-EM	503	603	0
034-000181-EM	820	833	0
076-006459-EM	18	38	0
055-024614-EM	211	320	0
053-007414-EM	46	104	1
008-004989-EM	86	248	0
008-000008-EM	42	83	1
055-013104-EM	297	533	0
055-029452-EM	126	155	0
061-002071-EM	3276	3296	1
108-001939-EM	374	440	0
058-001755-EM	87	138	0
055-025267-EM	0	126	0
055-029687-EM	159	197	0
051-006009-EM	156	192	0
084-010355-EM	186	236	0
011-000813-EM	277	307	0
055-021913-EM	277	344	0
063-016134-EM	103	181	0
008-001692-EM	104	129	0
211-001562-EM	92	209	1
060-004753-EM	2	2243	0
080-011926-EM	24	94	0
055-007269-EM	184	264	0
163-012073-EM	498	507	0
007-006564-EM	605	832	0
094-001608-EM	102	186	0
062-063880-EM	2	23	1
055-016144-EM	259	337	0
049-001268-EM	0	43	1
080-004860-EM	323	415	1
076-001199-EM	47	112	1
055-026268-EM	40	133	0
011-004750-EM	153	207	0
069-000996-EM	1487	1613	0
024-004527-EM	320	362	0
049-003259-EM	365	413	0
061-000193-EM	62	167	0
039-000001-EM	2	149	0
055-032583-EM	974	1015	0
162-003347-EM	781	869	0
018-000004-EM	14	43	0
081-000449-EM	1101	1454	0
046-000490-EM	205	243	0
051-002914-EM	509	743	0
039-000001-EM	148	209	0
055-019220-EM	716	786	0
206-005988-EM	398	710	1
055-001051-EM	2	198	0
031-000195-EM	1160	1212	0
016-002602-EM	248	341	0
008-000223-EM	283	369	0
055-020625-EM	2	278	0
065-000162-EM	1146	1207	0
016-004980-EM	193	216	0
007-012610-EM	453	504	0
046-005979-EM	59	277	0
007-002787-EM	146	206	0
055-007472-EM	61	196	1
057-012436-EM	341	376	0
069-000689-EM	75	151	0
049-002144-EM	294	442	0
057-005198-EM	316	417	0
007-001955-EM	163	290	0
018-002193-EM	950	1084	0
011-004340-EM	272	297	0
084-005392-EM	3116	3125	0
080-000618-EM	55	366	0
080-012099-EM	4710	4761	0
008-000352-EM	13	50	0
062-059166-EM	108	149	0
244-003763-EM	467	588	0
049-002237-EM	60	78	0
018-006662-EM	455	507	0
233-003778-EM	131	204	1
024-003801-EM	168	374	0
057-001739-EM	424	515	0
018-007422-EM	373	435	0
063-001985-EM	84	201	0
004-000360-EM	290	398	0
004-001156-EM	631	735	0
007-000777-EM	293	389	0
029-001900-EM	44	62	0
056-001955-EM	43	113	0
029-001483-EM	62	95	0
007-010021-EM	119	203	0
001-001218-EM	806	863	0
059-005278-EM	1435	1574	0
032-000146-EM	424	502	0
057-009470-EM	28	45	0
058-002010-EM	91	125	0
055-024518-EM	41	57	0
011-002034-EM	352	492	0
076-006587-EM	179	211	0
057-013870-EM	283	354	0
057-006001-EM	24	71	1
057-010509-EM	2	216	0
068-000118-EM	183	228	0
076-000610-EM	98	181	0
007-004577-EM	235	310	0
076-006272-EM	381	417	0
008-003277-EM	100	147	0
062-010165-EM	81	147	0
055-007756-EM	1024	1224	0
232-004163-EM	335	404	0
046-001373-EM	258	323	0
007-000043-EM	325	458	0
065-000251-EM	1049	1176	0
062-059758-EM	0	42	0
038-000755-EM	259	433	0
151-000129-EM	156	198	0
055-026772-EM	244	291	0
055-032398-EM	158	253	0
008-016034-EM	185	218	0
055-018875-EM	175	269	0
055-032136-EM	52	129	0
051-004953-EM	93	260	1
053-000991-EM	1526	1747	0
032-001128-EM	100	138	0
061-001277-EM	378	516	0
057-006928-EM	255	402	0
007-010541-EM	10	34	0
053-005772-EM	743	773	0
069-001169-EM	245	273	0
057-014336-EM	1041	1132	0
055-030568-EM	86	172	0
037-000283-EM	59	296	0
018-005330-EM	41	88	0
018-004396-EM	53	206	0
004-001104-EM	250	304	0
080-003130-EM	60	114	0
055-005169-EM	2402	2497	0
024-005498-EM	218	265	1
049-001897-EM	208	232	0
046-000768-EM	0	44	0
055-008979-EM	2	1105	0
055-026158-EM	320	390	0
007-003126-EM	39	263	0
057-014015-EM	336	383	0
062-064239-EM	2	26	1
059-007230-EM	174	299	0
076-006128-EM	43	68	1
057-011836-EM	88	199	0
018-005255-EM	204	394	0
018-003399-EM	120	237	0
008-006415-EM	388	436	0
055-028577-EM	513	749	0
008-006874-EM	405	559	0
051-006843-EM	47	76	1
103-001904-EM	475	593	0
068-000118-EM	221	291	0
016-005967-EM	209	295	0
055-030693-EM	783	821	0
094-001072-EM	592	667	1
008-006075-EM	217	340	0
038-001961-EM	461	596	0
055-023932-EM	756	852	0
055-026435-EM	217	534	0
061-003079-EM	110	243	0
057-014744-EM	328	425	0
057-008654-EM	68	134	1
037-003201-EM	230	317	0
062-060767-EM	77	298	1
055-015705-EM	210	369	0
051-004317-EM	479	499	1
001-000927-EM	170	240	0
069-000398-EM	393	470	1
049-002232-EM	151	241	0
038-000840-EM	329	449	0
007-013811-EM	78	112	1
040-005305-EM	61	132	1
053-009174-EM	2	47	1
062-063880-EM	103	128	1
008-013124-EM	2	18	0
059-003906-EM	1783	2006	0
018-007387-EM	208	1749	0
084-006763-EM	70	113	0
062-061728-EM	155	206	0
084-000057-EM	16	143	0
053-007351-EM	56	142	0
029-001947-EM	259	438	0
080-011677-EM	71	94	0
076-004405-EM	240	296	0
057-013308-EM	429	605	0
015-001241-EM	163	309	0
008-010092-EM	228	255	0
057-010388-EM	345	413	0
018-002193-EM	1085	1131	0
069-002846-EM	636	658	1
031-001157-EM	40	73	1
055-020406-EM	53	109	0
040-008090-EM	58	98	0
235-017654-EM	680	793	0
059-001522-EM	3	64	0
055-008413-EM	25	51	1
007-002566-EM	79	150	0
053-004662-EM	141	238	0
091-006585-EM	741	827	0
022-000240-EM	53	140	0
008-012296-EM	662	669	0
055-026738-EM	204	285	0
059-005833-EM	256	315	0
084-012691-EM	70	185	0
055-020527-EM	56	111	0
084-002398-EM	127	144	0
016-000188-EM	199	458	0
014-000542-EM	0	397	1
062-063265-EM	122	134	0
052-000021-EM	179	307	0
206-004886-EM	251	361	0
055-036258-EM	876	945	0
053-001790-EM	612	632	0
022-003230-EM	823	888	0
062-051681-EM	192	291	0
055-030507-EM	617	734	0
007-005309-EM	750	801	0
024-001736-EM	489	592	0
057-009821-EM	164	207	0
019-000857-EM	65	116	1
001-004131-EM	10	13	0
065-001912-EM	76	146	0
068-001844-EM	61	197	0
058-003908-EM	29	230	1
052-000112-EM	20	55	0
008-009613-EM	36	66	0
057-000517-EM	77	91	0
058-001482-EM	118	210	1
053-001999-EM	210	260	0
062-059521-EM	377	564	0
024-002536-EM	397	432	0
076-007592-EM	76	85	0
046-002163-EM	0	123	1
216-005144-EM	956	1023	0
055-031875-EM	68	159	0
082-002449-EM	983	1038	0
058-001755-EM	449	548	0
055-004645-EM	390	401	0
059-006552-EM	226	302	0
053-004819-EM	13	51	0
063-003753-EM	2	27	0
082-001092-EM	712	740	0
049-001527-EM	123	250	0
055-024458-EM	0	158	0
057-015979-EM	223	386	0
024-006771-EM	1286	1324	0
068-003027-EM	128	222	0
037-001003-EM	112	155	0
162-003618-EM	484	535	0
024-002101-EM	161	208	0
049-000507-EM	257	548	0
065-002234-EM	452	536	0
068-004667-EM	97	128	0
046-000057-EM	419	496	0
001-003714-EM	471	536	0
049-003558-EM	66	175	0
055-005068-EM	107	351	0
016-004416-EM	645	763	0
063-014735-EM	61	85	0
057-010000-EM	2	293	1
007-012610-EM	66	280	0
015-001934-EM	94	134	0
055-013552-EM	152	159	0
053-000338-EM	17	168	0
055-027595-EM	170	253	0
053-000340-EM	103	208	0
055-018066-EM	53	255	0
008-008473-EM	241	323	0
015-000662-EM	262	330	1
032-000326-EM	186	272	0
055-033614-EM	79	156	0
059-005210-EM	2	153	0
008-010092-EM	259	279	0
055-037194-EM	61	222	0
049-001537-EM	197	234	0
062-000179-EM	330	354	0
059-001317-EM	1166	1331	0
011-003328-EM	284	337	0
032-000555-EM	35	352	0
008-007488-EM	173	288	0
063-011469-EM	85	161	0
057-002479-EM	296	319	0
049-002144-EM	175	293	0
059-002069-EM	170	714	0
202-000143-EM	242	391	0
061-002452-EM	37	183	1
008-006036-EM	115	136	0
018-007547-EM	403	695	0
218-002935-EM	125	135	0
062-060254-EM	181	346	0
057-011095-EM	48	80	0
007-002612-EM	2	175	0
053-003315-EM	72	126	0
008-011469-EM	3	8	0
007-000303-EM	35	137	0
053-008050-EM	21	176	1
069-000166-EM	292	394	0
057-006135-EM	266	527	0
055-030761-EM	470	513	0
024-007989-EM	801	914	1
024-006102-EM	663	775	0
037-005512-EM	520	541	0
048-002567-EM	265	364	0
084-000371-EM	133	183	0
076-006397-EM	42	95	1
007-003126-EM	665	727	0
055-033154-EM	32	69	0
055-017544-EM	288	317	0
055-015088-EM	145	219	1
059-004842-EM	225	293	0
068-000759-EM	663	771	0
062-060795-EM	724	770	0
084-003736-EM	1044	1376	0
068-003085-EM	110	131	0
008-014108-EM	17	72	0
008-009872-EM	141	195	0
051-004633-EM	2270	2395	0
055-001842-EM	899	980	0
057-010161-EM	103	215	0
096-001377-EM	342	426	0
084-006638-EM	260	365	0
055-021350-EM	309	323	0
055-020377-EM	188	351	0
032-001128-EM	92	130	0
084-006148-EM	69	163	0
076-007277-EM	59	120	0
068-005907-EM	623	659	0
057-008017-EM	231	289	0
051-000946-EM	36	54	0
082-000147-EM	163	258	0
018-003399-EM	238	270	0
057-009778-EM	180	241	1
107-000313-EM	171	287	0
011-000693-EM	111	133	0
055-017372-EM	840	976	0
071-000952-EM	55	116	0
055-013179-EM	221	286	0
055-036527-EM	39	178	0
008-010426-EM	2379	2458	0
053-006723-EM	0	27	1
008-006772-EM	263	410	0
178-008669-EM	620	671	0
008-004567-EM	59	115	1
016-006859-EM	112	144	0
024-000274-EM	3534	3855	1
055-016322-EM	96	143	0
055-025726-EM	379	725	0
106-000620-EM	23	106	0
053-007802-EM	111	161	1
049-003279-EM	77	122	0
024-004533-EM	48	321	0
059-000677-EM	715	789	0
189-000407-EM	387	425	0
059-007230-EM	616	738	0
071-000313-EM	391	451	0
055-000860-EM	144	225	0
055-035702-EM	2	123	1
055-008168-EM	361	556	0
008-005953-EM	133	200	1
024-005943-EM	908	982	0
193-001861-EM	655	758	0
082-003465-EM	109	147	0
056-000634-EM	499	612	0
015-001241-EM	387	582	0
057-010030-EM	21	72	0
007-005459-EM	42	224	0
070-000385-EM	168	196	0
175-003893-EM	230	348	0
112-005241-EM	193	263	0
076-001832-EM	236	293	0
007-012524-EM	95	135	0
008-011354-EM	46	79	1
206-003102-EM	426	488	0
055-028577-EM	510	749	0
082-001092-EM	446	516	0
024-000833-EM	2	300	0
053-005114-EM	151	339	0
049-001478-EM	179	206	0
051-004459-EM	71	246	1
069-001622-EM	2	20	0
057-002479-EM	222	292	0
039-000146-EM	111	364	0
005-001705-EM	113	170	0
060-004518-EM	319	418	0
032-002539-EM	89	139	0
032-003661-EM	33	97	0
032-002539-EM	625	697	0
055-007040-EM	223	314	0
051-003048-EM	58	189	0
055-029742-EM	166	208	0
055-031350-EM	1107	1143	0
097-000548-EM	303	377	1
046-004475-EM	400	565	0
055-023608-EM	22	217	0
055-010300-EM	128	200	0
055-033614-EM	74	151	0
007-006785-EM	52	93	1
063-021018-EM	643	729	0
057-010450-EM	331	406	0
008-009734-EM	25	82	0
062-061261-EM	68	84	0
057-001188-EM	75	325	0
055-022923-EM	153	234	0
162-001926-EM	378	555	1
055-026488-EM	0	85	0
055-030464-EM	90	131	1
018-008048-EM	146	191	0
